OKC refused to pay 23yr old James Harden coming off a Finals appearance... Now they're about to break the bank to keep P ,0.1,0.2
Faces of the News: James Harden #PinoyGovernmentForums #PinoyGovernment #PinoyGovt #PGF,0,0
Paul George reall staying in okc after teasing Lakers fans for the last year and a half? Why stay in OKC with 2 kno ,-0.083333333,0.116666667
"Many non-soccer fans complain about the  acting  in attempts for penalties and free kicks, yet they will watch the NBA s MVP Ja ",0.3,0.433333333
A-3-ZAAAAA - 8 yrs of averaging in double figures - Helped bring a championship to the Lakers - Been a key cog of the last ,0,0.355555556
Travis Scott &amp; MVP James Harden   ,0,0
Lose the 2012 Fi ,0,0
James Harden&gt;Russ right now and all time,0.285714286,0.535714286
Yeahhhhhh!!!!!!! James Harden We Love You!!!! Houston Rockets Baby!!!! ,1,0.6
Naw you can t find James harden in the playoffs and Chris Paul is never healthy so it s about the same as the Cavs ,-0.125,0.3125
"BREAKING: TOP 10 SELLING JERSEYS. 1. Stephen Curry 2. LeBron James 3. Kyrie Irving, 4. Kevin Durant 5. Ben Simmons 6. J ",0.5,0.5
Yoooo Rick Ross and James Harden really look like twins now!,0.25,0.2
"marcus smart vs james harden, although it hasn't been particularly a close rivalry yet",0.19047619,0.488095238
"After James Harden won NBA MVP, everyone made the same sad Thunder observation",-0.25,0.5625
"team with kevin garnett, James Harden, jared west, jerry lucas, and Trey ebert",0,0
Reminds me of james harden that year against Miami,0,0
"James Harden always knew, now everyone see's the vision. #MVP #HardenVol2 #HereToCreate #teamadidas",0,0
"Trim ur beard, you look more like James Harden ( don't like him)",0.5,0.5
"LeBron James did not win the MVP: James Harden did, and I m pissed",-0.4,0.4
JAMES HARDEN WITH THE RANGE ON ME,0,0
Lol mhm.. That s what the Lakers said with Kobe and Nash. How d that work out? Or in Houston with Jame ,0.8,0.7
James Harden wasn't good vs the spurs last year. They're style of defense killed him. He added a floa ,0.166666667,0.222222222
James Harden s #KiaMVP acceptance speech!      #Rockets | #NBAAwards,0,0
Damn harden really is more popular than lebron James it's crazy. Whole country of China loves Harden. Iconic.,0.24,0.64
Nbs2k18 is the worst 2k ecer made in history how tf is wilt Chamberlain making more threes then James Harden,-0.25,0.75
Congrats to my new teammate James Harden,0.136363636,0.454545455
Throwback to the James Harden and Steph Curry Nike days. Biggest mistake Nike ever made was letting these guys go. http ,0,0
Dominic I would sooner invite you to hoop in front of James harden s house than I would invite Christian,0,0
Bruh he gone. Cleveland can't do it against Golden State. Either rebuild the team or find something better like idk ,0.4,0.5
Presenting GQ's newest cover star: photographed by Erik Madigan Heck,0,0
Y all okc fans need to know y all stupid ass would ve signed James harden y all wouldn t be begging for a top 15 player       ,-0.15,0.75
"right. You can ask if you're winning the title, but you are a hell of a lot closer than LeBron ",0.392857143,0.642857143
"team with James Harden, jason Voorhes, Russell westbrook, stewie, and Anthony davis",0,0
"MVP James Harden with over 10,000 fans in Shanghai!",0,0
"Did the guy who traded James Harden because his team didn't want to pay him really just say ""scared money don't make mon ",0.2,0.2
I'm baffled that OKC is willing to pay over 130 million on luxury taxes if PG stays... but couldn't pay James Harden?,0.25,0.75
Kd the only one that left on his own victor wanted to stay James harden wanted to stay.... Melo isn t a star and ,0.2,0.666666667
James Harden,_____________,_______________
you coulda played one on one with lebron james or spent the day with a pornstar and you pull this bs smh,-0.1,0.1
If LeBron James gets signed by the LA Lakers I ll give three followers that this tweet a copy of NBA 2K19,0,0
LeBron Watch is getting a little out of hand... Apparently Bron and his wife have landed in Los Angeles,-0.06875,0.425
"LeBron James and Magic Johnson will have dinner tonight in Los Angeles   , per",0.5,1
LeBron James returns to LA hours before free agency opens:,0.4,0.8
BREAKING NEWS LEBRON JAMES HAS ARRIVED IN THE CITY IN WHICH HE LIVES EVERY SUMMER,0,0
Joel Embiid tweeted this hours after LeBron James landed in Los Angeles   ,0,0
A source tells ESPN LeBron James was on this plane that flew into Van Nuys Airport in Los Angeles Saturday. The private ,0,0.375
"If Lebron James or Kawhi Leonard comes to my Clippers in free agency, I ll buy everyone who RETWEETS this a copy of my ",0.4,0.8
"If Lakers get ALL 3 of LeBron James, Kawhi Leonard and Paul George, I will give out Laker accesories to everyone who r ",0,0
I liked a video DAN GILBE DOES NOT CARE IF LEBRON JAMES LEAVES AGAIN ACCORDING TO REPOS!,0.75,0.8
"REPO: LeBron James, Cavs Won't Hold Face-to-Face Meeting Once Free Agency Begins",0.4,0.8
Members of an ownership group from an NBA team ran an analysis that concluded signing LeBron James could generate approximat ,0,0
"If LeBron James signs with the Pacers, I ll give everyone who s this a new BMW with gold plated rims",0.136363636,0.454545455
LeBron James returns to LA hours before free agency opens,0.4,0.8
Cavs lose. Lebron James blames Warriors for being a better team.,0.5,0.5
New on SI: TUMS Will Give Away Heartburn Medicine to Cavs Fans if LeBron James Leaves,0.136363636,0.454545455
"Whose waiting for the tweets from Woj saying,   LeBron James and Paul George agree to team up in Los Angeles to play f ",0,0
"NBA: LeBron James 'wants to become a Laker' and will meet Magic Johnson tonight, according to source close to his management team.",0.35,0.55
BREAKING: The Lakers are now -5000 favorites to sign LeBron James,0,0
The NBA is a mostly bad league with no parity. I started watching basketball because of LeB ,-0.7,0.666666667
Breaking: Dodgers sign LeBron James!,0,0
"NEW: LeBron James flew into Van Nuys Saturday morning on a private jet. At 12:01 a.m. Sunday, the three-time NBA champion will b ",0.068181818,0.414772727
Paul George is gonna turn down Los Angeles AND Lebron James      I d respect him more if he didn t spew bullshit on national tv ,0.172222222,0.394444444
I liked a video LeBron James Free Agency Pitches Be Like...,0.5,0.8
#Exclusive: LeBron James spotted by AIR7 HD returning to SoCal just hours before free agency opens https: ,0.4,0.8
