If I was an NBA player and had the choice I'd choose Derrick Rose and the Chicago Bulls.,0.6,0.95
Thoughts from Alex Johnson is a mix of Rajon Rondo and Derrick Rose #NCSU #sarcasm #streetball,0.6,0.95
"my favorite basketball player derrick rose,baseball troy tulowitzki,football calvin johnson,hockey pavel datsyuk",0.5,1.0
Since the NFL n NBA on lockout will i see Derrick Rose n Devin Hester at the unemployment office filing for unemployment benefits HAHA lmfao,0.4,0.625
Derrick Rose Is Glorious Gift To My Eyesight,0.6,0.95
"ay need that derrick rose mentality ""why cant i be the best"" nd become mvp next year",0.5333333333333333,0.4166666666666667
Derrick Rose Is Glorious Gift To My Eyesight,0.6,0.95
"NBA owners have it easy, rookies are forced to play for low wages for 4 years. Derrick Rose makes less money than eric dampier. smh",0.11333333333333333,0.47000000000000003
Derrick Rose Mix   Clinic   2010-2011 MVP HD: A video for the upcoming season mvp Song   Linkin Park & Jay-... http://bit.ly/mOgTuS,0.6,0.95
"#OOMF reblogged something kinda gay on Tumblr. It was about Derrick Rose, but the caption was a little... O_o",0.21979166666666666,0.7583333333333333
Please don't say She Derrick rose wife please cuz That's my man,0.6,0.95
Derrick Rose to work as an SAT Tutor ##nbalockoutjobs,0.6,0.95
Derrick Rose applies to Princeton Review as SAT Tutor #nbalockoutjbos,0.6,0.95
wish derrick rose would sign it,0.6,0.95
#theicebreaker would u pay to see Derrick Rose or would u pay to see someone teach a child and make a difference?,0.6,0.95
"No lie, Derrick Rose looks fucked up az hell in 2k11. And John Wall looks high az hell",0.05333333333333334,0.73
NBA Lockout people are going to do some crazy shiext! I can't see Derrick Rose beautiful face! :l,0.2833333333333333,0.9500000000000001
I favorited a video http://youtu.be/GOtxJrzp6ls?a Derrick Rose HD,0.6,0.95
#nothingsmoreirritating than Derrick rose,0.6,0.95
Derrick Rose by CURLZ via #soundcloud http://t.co/uKNjFgZ,0.6,0.95
derrick rose &lt;33333,0.6,0.95
#nbalockoutjobs Derrick Rose works as a tutor.,0.6,0.95
" @CassieCash_: #timeout fck the NBA lockout, I know Derrick Rose better be on 2k12 cover =]  &lt;-- I am",0.5333333333333333,0.8166666666666668
Derrick Rose - Husband,0.6,0.95
